canonical_title,midi_filename,audio_filename,duration
05_BN3-154-E_solo,guitar-v0.0.0/mp3/05_BN3-154-E_solo.mp3,guitar-v0.0.0/midi/05_BN3-154-E_solo.mid,24.973061224489797,155
05_Funk1-114-Ab_solo,guitar-v0.0.0/mp3/05_Funk1-114-Ab_solo.mp3,guitar-v0.0.0/midi/05_Funk1-114-Ab_solo.mid,25.2865306122449,156
05_Funk1-97-C_solo,guitar-v0.0.0/mp3/05_Funk1-97-C_solo.mp3,guitar-v0.0.0/midi/05_Funk1-97-C_solo.mid,29.72734693877551,157
05_Funk2-108-Eb_solo,guitar-v0.0.0/mp3/05_Funk2-108-Eb_solo.mp3,guitar-v0.0.0/midi/05_Funk2-108-Eb_solo.mid,35.57877551020408,158
05_Funk2-119-G_solo,guitar-v0.0.0/mp3/05_Funk2-119-G_solo.mp3,guitar-v0.0.0/midi/05_Funk2-119-G_solo.mid,32.3134693877551,159
05_Funk3-112-C#_solo,guitar-v0.0.0/mp3/05_Funk3-112-C#_solo.mp3,guitar-v0.0.0/midi/05_Funk3-112-C#_solo.mid,34.32489795918367,160
05_Funk3-98-A_solo,guitar-v0.0.0/mp3/05_Funk3-98-A_solo.mp3,guitar-v0.0.0/midi/05_Funk3-98-A_solo.mid,39.20979591836735,161
05_Jazz1-130-D_solo,guitar-v0.0.0/mp3/05_Jazz1-130-D_solo.mp3,guitar-v0.0.0/midi/05_Jazz1-130-D_solo.mid,22.17795918367347,162
05_Jazz1-200-B_solo,guitar-v0.0.0/mp3/05_Jazz1-200-B_solo.mp3,guitar-v0.0.0/midi/05_Jazz1-200-B_solo.mid,14.445714285714285,163
05_Jazz2-110-Bb_solo,guitar-v0.0.0/mp3/05_Jazz2-110-Bb_solo.mp3,guitar-v0.0.0/midi/05_Jazz2-110-Bb_solo.mid,34.95183673469388,164
05_Jazz2-187-F#_solo,guitar-v0.0.0/mp3/05_Jazz2-187-F#_solo.mp3,guitar-v0.0.0/midi/05_Jazz2-187-F#_solo.mid,20.558367346938777,165
05_Jazz3-137-Eb_solo,guitar-v0.0.0/mp3/05_Jazz3-137-Eb_solo.mp3,guitar-v0.0.0/midi/05_Jazz3-137-Eb_solo.mid,28.05551020408163,166
05_Jazz3-150-C_solo,guitar-v0.0.0/mp3/05_Jazz3-150-C_solo.mp3,guitar-v0.0.0/midi/05_Jazz3-150-C_solo.mid,25.626122448979594,167
05_Rock1-130-A_solo,guitar-v0.0.0/mp3/05_Rock1-130-A_solo.mp3,guitar-v0.0.0/midi/05_Rock1-130-A_solo.mid,22.17795918367347,168
05_Rock1-90-C#_solo,guitar-v0.0.0/mp3/05_Rock1-90-C#_solo.mp3,guitar-v0.0.0/midi/05_Rock1-90-C#_solo.mid,32.02612244897959,169
05_Rock2-142-D_solo,guitar-v0.0.0/mp3/05_Rock2-142-D_solo.mp3,guitar-v0.0.0/midi/05_Rock2-142-D_solo.mid,27.088979591836736,170
05_Rock2-85-F_solo,guitar-v0.0.0/mp3/05_Rock2-85-F_solo.mp3,guitar-v0.0.0/midi/05_Rock2-85-F_solo.mid,45.21795918367347,171
05_Rock3-117-Bb_solo,guitar-v0.0.0/mp3/05_Rock3-117-Bb_solo.mp3,guitar-v0.0.0/midi/05_Rock3-117-Bb_solo.mid,32.862040816326534,172
05_Rock3-148-C_solo,guitar-v0.0.0/mp3/05_Rock3-148-C_solo.mp3,guitar-v0.0.0/midi/05_Rock3-148-C_solo.mid,25.991836734693877,173
05_SS1-100-C#_solo,guitar-v0.0.0/mp3/05_SS1-100-C#_solo.mp3,guitar-v0.0.0/midi/05_SS1-100-C#_solo.mid,28.83918367346939,174
05_SS1-68-E_solo,guitar-v0.0.0/mp3/05_SS1-68-E_solo.mp3,guitar-v0.0.0/midi/05_SS1-68-E_solo.mid,42.39673469387755,175
05_SS2-107-Ab_solo,guitar-v0.0.0/mp3/05_SS2-107-Ab_solo.mp3,guitar-v0.0.0/midi/05_SS2-107-Ab_solo.mid,35.91836734693877,176
05_SS2-88-F_solo,guitar-v0.0.0/mp3/05_SS2-88-F_solo.mp3,guitar-v0.0.0/midi/05_SS2-88-F_solo.mid,43.67673469387755,177
05_SS3-84-Bb_solo,guitar-v0.0.0/mp3/05_SS3-84-Bb_solo.mp3,guitar-v0.0.0/midi/05_SS3-84-Bb_solo.mid,45.74040816326531,178
05_SS3-98-C_solo,guitar-v0.0.0/mp3/05_SS3-98-C_solo.mp3,guitar-v0.0.0/midi/05_SS3-98-C_solo.mid,39.20979591836735,179
